IATA,ICAO,Name,Country,City,UTC,Latitude,Longitude
ONQ,LTAS,Zonguldak Çaycuma Airport,Turkey,Zonguldak,,,
ONR,YMNK,Monkira Airport,Australia,,,,
ONS,YOLW,Onslow Airport,Australia,,,,
ONT,KONT,Ontario International Airport,United States of America,Ontario,,,
ONU,NFOL,Ono-i-Lau Airport,Fiji,Ono-i-Lau,,,
ONX,MPEJ,Enrique Adolfo Jimenez Airport,Panama,Colón,,,
OOK,PAOO,Toksook Bay Airport,United States of America,Toksook Bay,,,
OOL,YBCG,Gold Coast Airport,Australia,Gold Coast,,,
OOM,YCOM,Cooma Snowy Mountains Airport,Australia,Cooma,,,
OOR,YMOO,Mooraberree Airport,Australia,,,,
OOT,NGON,Onotoa Airport,Kiribati,Onotoa,,,
OPA,BIKP,Kópasker Airport,Iceland,Kópasker,,,
OPF,KOPF,Miami-Opa Locka Executive Airport,United States of America,Miami,,,
OPI,YOEN,Oenpelli Airport,Australia,,,,
OPO,LPPR,Francisco de Sá Carneiro Airport,Portugal,Porto,,,
OPP,SNSM,Salinópolis Airport,Brazil,Salinópolis,,,
OPS,SBSI,Presidente João Batista Figueiredo Airport,Brazil,Sinop,,,
OPU,AYBM,Balimo Airport,Papua New Guinea,Balimo,,,
OPW,FYOP,Opuwa Airport,Namibia,Opuwa,,,
ORA,SASO,Orán Airport,Argentina,Orán,,,
ORB,ESOE,Örebro Airport,Sweden,Örebro,,,
ORC,SKOE,Orocue Airport,Colombia,Orocue,,,
ORD,KORD,Chicago O'Hare International Airport,United States of America,Chicago,,,
ORF,KORF,Norfolk International Airport,United States of America,Norfolk,,,
ORG,SMZO,Zorg en Hoop Airport,Suriname,Paramaribo,,,
ORH,KORH,Worcester Regional Airport,United States of America,Worcester,,,
ORI,,Port Lions Airport,United States of America,Port Lions,,,
ORJ,SYOR,Orinduik Airport,Guyana,Orinduik,,,
ORK,EICK,Cork International Airport,Ireland,Cork,,,
ORL,KORL,Orlando Executive Airport,United States of America,Orlando,,,
ORM,EGBK,Sywell Aerodrome,United Kingdom,"Northampton, Northamptonshire",,,
ORN,DAOO,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Algeria,Es-Sénia,,,
ORO,MHYR,Yoro Airport,Honduras,Yoro,,,
ORP,FBOR,Orapa Airport,Botswana,Orapa,,,
ORR,YYOR,Yorketown Airport,Australia,,,,
ORT,PAOR,Northway Airport,United States of America,Northway,,,
ORU,SLOR,Juan Mendoza International Airport,Bolivia,Oruro,,,
ORV,PFNO,Robert (Bob) Curtis Memorial Airport,United States of America,Noorvik,,,
ORW,OPOR,Ormara Airport,Pakistan,Ormara Raik,,,
ORX,SNOX,Oriximiná Airport,Brazil,Oriximiná,,,
ORY,LFPO,Paris-Orly Airport,France,"Paris (Orly, Val-de-Marne)",,,
ORZ,,H.E Alfredo Martinez (Tower Hill) Airstrip,Belize,Orange Walk,,,
OSC,KOSC,Oscoda Wurtsmith Airport,United States of America,Oscoda,,,
OSD,ESNZ,Åre Östersund Airport,Sweden,Östersund,,,
OSE,,Omora Airport,Papua New Guinea,Omora,,,
OSG,,Ossima Airport,Papua New Guinea,Ossima,,,
OSH,KOSH,Wittman Regional Airport,United States of America,Oshkosh,,,
OSI,LDOS,Osijek Airport,Croatia,Osijek(Klisa),,,
OSK,ESMO,Oskarshamn Airport,Sweden,Oskarshamn,,,
OSL,ENGM,Oslo-Gardermoen International Airport,Norway,Oslo (Gardermoen),,,
OSM,ORBM,Mosul International Airport,Iraq,Mosul,,,
OSO,YOSB,Osborne Mine Airport,Australia,,,,
OSR,LKMT,Leoš Janáček Airport Ostrava,Czechia,Mošnov,,,
OSS,UAFO,Osh International Airport,Kyrgyzstan,Osh,,,
OST,EBOS,Ostend-Bruges International Airport,Belgium,Oostende,,,
OSU,KOSU,The Ohio State University Airport - Don Scott Field,United States of America,Columbus,,,
OSW,UWOR,Orsk Airport,Russia,Orsk,,,
OSY,ENNM,Namsos Airport,Norway,Namsos,,,
OTC,FTTL,Bol-Berim Airport,Chad,Bol,,,
OTD,,Raul Arias Espinoza Airport,Panama,Contadora Island,,,
OTH,KOTH,Southwest Oregon Regional Airport,United States of America,North Bend,,,
OTI,WAEW,Pitu Airport,Indonesia,Gotalalamo-Morotai Island,,,
OTJ,FYOW,Otjiwarongo Airport,Namibia,Otjiwarongo,,,
OTK,KTMK,Tillamook Airport,United States of America,Tillamook,,,
OTL,GQNB,Boutilimit Airport,Mauritania,Boutilimit,,,
OTM,KOTM,Ottumwa Regional Airport,United States of America,Ottumwa,,,
OTN,,Ed-Air Airport,United States of America,Oaktown,,,
OTP,LROP,Bucharest Henri Coandă International Airport,Romania,Otopeni,,,
OTR,MRCC,Coto 47 Airport,Costa Rica,Corredores,,,
OTS,,Anacortes Airport,United States of America,Anacortes,,,
OTT,,Andre Maggi Airport,Brazil,Cotriguaçu,,,
OTZ,PAOT,Ralph Wien Memorial Airport,United States of America,Kotzebue,,,
OUA,DFFD,Ouagadougou Thomas Sankara International Airport,Burkina Faso,Ouagadougou,,,
OUD,GMFO,Oujda Angads Airport,Morocco,Ahl Angad,,,
OUE,FCOU,Ouesso Airport,Republic of the Congo,,,,
OUG,DFCC,Ouahigouya Airport,Burkina Faso,Ouahigouya,,,
OUH,FAOH,Oudtshoorn Airport,South Africa,Oudtshoorn,,,
OUI,LFEC,Ouessant Airport,France,Ushant,,,
OUK,,Out Skerries Airfield,United Kingdom,Grunay Island,,,
OUL,EFOU,Oulu Airport,Finland,Oulu / Oulunsalo,,,
OUM,,Oum Hadjer Airport,Chad,Oum Hadjer,,,
OUN,KOUN,University of Oklahoma Westheimer Airport,United States of America,Norman,,,
OUR,FKKI,Batouri Airport,Cameroon,Batouri,,,
OUS,SDOU,Jornalista Benedito Pimentel Airport,Brazil,Ourinhos,,,
OUT,FTTS,Bousso Airport,Chad,Bousso,,,
OUZ,GQPZ,Tazadit Airport,Mauritania,Zouérate,,,
OVA,FMSL,Bekily Airport,Madagascar,Bekily,,,
OVB,UNNT,Novosibirsk Tolmachevo Airport,Russia,Novosibirsk,,,
OVD,LEAS,Asturias Airport,Spain,Ranón,,,
OVE,KOVE,Oroville Municipal Airport,United States of America,Oroville,,,
OVG,FAOB,Overberg Airport,South Africa,Overberg,,,
OVL,SCOV,El Tuqui Airport,Chile,Ovalle,,,
OVR,SAZF,Olavarria Airport,Argentina,Olavarria,,,
OVS,USHS,Sovetskiy Airport,Russia,Sovetskiy,,,
OWA,KOWA,Owatonna Degner Regional Airport,United States of America,Owatonna,,,
OWB,KOWB,Owensboro Daviess County Airport,United States of America,Owensboro,,,
OWD,KOWD,Norwood Memorial Airport,United States of America,Norwood,,,
OWK,KOWK,Central Maine/Norridgewock Airport,United States of America,Norridgewock,,,
OXB,GGOV,Osvaldo Vieira International Airport,Guinea-Bissau,Bissau,,,
OXC,KOXC,Waterbury Oxford Airport,United States of America,Oxford,,,
OXD,KOXD,Miami University Airport,United States of America,Oxford,,,
OXF,EGTK,London Oxford Airport,United Kingdom,"Kidlington, Oxfordshire",,,
OXO,,Orientos Airport,Australia,Orientos,,,
OXR,KOXR,Oxnard Airport,United States of America,Oxnard,,,
OXY,YMNY,Morney Airport,Australia,,,,
OYA,SATG,Goya Airport,Argentina,Goya,,,
OYC,,Camopi Airport,French Guiana,Camopi,,,
OYE,FOGO,Oyem Airport,Gabon,Oyem,,,
OYG,,Moyo Airport,Uganda,Moyo,,,
OYK,SBOI,Oiapoque Airport,Brazil,Oiapoque,,,
OYL,HKMY,Moyale Airport,Kenya,Moyale,,,
OYN,YOUY,Ouyen Airport,Australia,Ouyen,,,
OYO,SAZH,Tres Arroyos Airport,Argentina,Tres Arroyos,,,
OYP,SOOG,Saint-Georges-de-l'Oyapock Airport,French Guiana,Saint-Georges-de-l'Oyapock,,,
OZA,KOZA,Ozona Municipal Airport,United States of America,Ozona,,,
OZC,RPMO,Labo Airport,Philippines,Ozamiz,,,
OZG,GMAZ,Zagora Airport,Morocco,Zagora,,,
OZH,UKDE,Zaporizhzhia International Airport,Ukraine,Zaporizhia,,,
OZR,KOZR,Cairns AAF (Fort Rucker) Air Field,United States of America,Fort Rucker/Ozark,,,
OZZ,GMMZ,Ouarzazate International Airport,Morocco,Ouarzazate,,,
PAA,VYPA,Hpa-N Airport,Myanmar,Hpa-N,,,
PAB,VEBU,Bilaspur Airport,India,Bilaspur,,,
PAC,MPMG,Marcos A. Gelabert International Airport,Panama,Albrook,,,
PAD,EDLP,Paderborn Lippstadt Airport,Germany,Büren,,,
PAE,KPAE,Seattle Paine Field International Airport,United States of America,Everett,,,
PAF,HUKF,Kabalega Falls Airport,Uganda,Pakuba,,,
PAG,RPMP,Pagadian Airport,Philippines,Pagadian,,,
PAH,KPAH,Barkley Regional Airport,United States of America,Paducah,,,
PAJ,OPPC,Parachinar Airport,Pakistan,Parachinar,,,
PAK,PHPA,Port Allen Airport,United States of America,Hanapepe,,,
PAM,KPAM,Tyndall Air Force Base,United States of America,Panama City,,,
PAN,VTSK,Pattani Airport,Thailand,,,,
PAO,KPAO,Palo Alto Airport,United States of America,Palo Alto,,,
PAP,MTPP,Toussaint Louverture International Airport,Haiti,Port-au-Prince,,,
PAQ,PAAQ,Warren Bud Woods Palmer Municipal Airport,United States of America,Palmer,,,
PAS,LGPA,Paros National Airport,Greece,Paros,,,
PAT,VEPT,Jay Prakash Narayan Airport,India,Patna,,,
PAU,VYPK,Pauk Airport,Myanmar,Pauk,,,
PAV,SBUF,Paulo Afonso Airport,Brazil,Paulo Afonso,,,
PAX,MTPX,Port-de-Paix Airport,Haiti,Port-de-Paix,,,
PAY,WBKP,Pamol Airport,Malaysia,Pamol,,,
PAZ,MMPA,El Tajín National Airport,Mexico,Poza Rica,,,
PBB,SSPN,Paranaíba Airport,Brazil,Paranaíba,,,
PBC,MMPB,Hermanos Serdán International Airport,Mexico,Puebla,,,
PBD,VAPR,Porbandar Airport,India,Porbandar,,,
PBE,SKPR,Puerto Berrio Airport,Colombia,Puerto Berrio,,,
PBF,KPBF,"Pine Bluff Regional Airport, Grider Field",United States of America,Pine Bluff,,,
PBG,KPBG,Plattsburgh International Airport,United States of America,Plattsburgh,,,
PBH,VQPR,Paro International Airport,Bhutan,Paro,,,
PBI,KPBI,Palm Beach International Airport,United States of America,West Palm Beach,,,
PBJ,NVSI,Tavie Airport,Vanuatu,Paama Island,,,
PBL,SVPC,General Bartolome Salom International Airport,Venezuela,Puerto Cabello,,,
PBM,SMJP,Johan Adolf Pengel International Airport,Suriname,Paramaribo,,,
PBN,FNPA,Porto Amboim Airport,Angola,Port Amboim,,,
PBO,YPBO,Paraburdoo Airport,Australia,Paraburdoo,,,
PBP,MRIA,Islita Airport,Costa Rica,Nandayure,,,
PBQ,SWPM,Pimenta Bueno Airport,Brazil,Pimenta Bueno,,,
PBR,MGPB,Puerto Barrios Airport,Guatemala,Puerto Barrios,,,
PBT,,Aeródromo de Puerto Leda,Paraguay,Puerto Leda,,,
PBU,VYPT,Putao Airport,Myanmar,Putao,,,
PBX,SWPQ,Fazenda Piraguassu Airport,Brazil,Porto Alegre do Norte,,,
PBZ,FAPG,Plettenberg Bay Airport,South Africa,Plettenberg Bay,,,
PCA,PAOC,Portage Creek Airport,United States of America,Portage Creek,,,
PCC,,Puerto Rico Airport,Colombia,Puerto Rico,,,
PCD,KPDC,Prairie Du Chien Municipal Airport,United States of America,Prairie Du Chien,,,
PCF,FAPS,Potchefstroom Airport,South Africa,Potchefstroom,,,
PCG,,Paso Caballos Airport,Guatemala,Paso Caballos,,,
PCH,MHPC,Palacios Airport,Honduras,Palacios,,,
PCJ,,Puerto La Victoria Airport,Paraguay,Puerto La Victoria,,,
PCL,SPCL,Cap FAP David Abenzur Rengifo International Airport,Peru,Pucallpa,,,
PCM,,Playa del Carmen National Airport,Mexico,Playa del Carmen,,,
PCN,NZPN,Picton Aerodrome,New Zealand,Koromiko,,,
PCO,MMPL,Punta Colorada Airport,Mexico,La Ribera,,,
PCP,FPPR,Principe Airport,Sao Tome and Principe,São Tomé & Príncipe,,,
PCQ,,Boun Neau Airport,Laos,Phongsaly,,,
PCR,SKPC,German Olano Airport,Colombia,Puerto Carreño,,,
PCS,SNPC,Picos Airport,Brazil,Picos,,,
PCT,,Princeton Airport,United States of America,Princeton/Rocky Hill,,,
PCU,,Poplarville Pearl River County Airport,United States of America,Poplarville,,,
PCV,,Punta Chivato Airport,Mexico,Mulegé,,,
PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,Colombia,Puerto Inírida,,,
PDB,,Pedro Bay Airport,United States of America,Pedro Bay,,,
PDC,NWWQ,Mueo Airport,New Caledonia,Népoui,,,
PDD,FQPO,Ponta do Ouro Airport,Mozambique,Ponta do Ouro,,,
PDE,YPDI,Pandie Pandie Airport,Australia,,,,
PDF,SNRD,Prado Airport,Brazil,Prado,,,
PDG,WIPT,Minangkabau International Airport,Indonesia,Padang (Katapiang),,,
PDI,,Pindiu Airport,Papua New Guinea,Pindiu,,,
PDK,KPDK,DeKalb Peachtree Airport,United States of America,Atlanta,,,
PDL,LPPD,João Paulo II Airport,Portugal,Ponta Delgada,,,
PDM,MPPD,Capt. J. Montenegro Airport,Panama,Pedasí,,,
PDN,YPDA,Parndana Airport,Australia,Kangaroo Island,,,
PDO,WIPQ,Pendopo Airport,Indonesia,Talang Gudang-Sumatra Island,,,
PDP,SULS,Capitan Corbeta CA Curbelo International Airport,Uruguay,Punta del Este,,,
PDR,,Presidente José Sarney Airport,Brazil,Presidente Dutra,,,
PDS,MMPG,Piedras Negras International Airport,Mexico,Piedras Negras,,,
PDT,KPDT,Eastern Oregon Regional Airport at Pendleton,United States of America,Pendleton,,,
PDU,SUPU,Tydeo Larre Borges Airport,Uruguay,Paysandú,,,
PDV,LBPD,Plovdiv International Airport,Bulgaria,Plovdiv,,,
PDX,KPDX,Portland International Airport,United States of America,Portland,,,
PDZ,SVPE,Pedernales Airport,Venezuela,Capure,,,
PEA,YPSH,Penneshaw Airport,Australia,Ironstone,,,
PED,LKPD,Pardubice Airport,Czechia,Pardubice,,,
PEE,USPP,Perm International Airport,Russia,Perm,,,
PEF,EDCP,Peenemünde Airport,Germany,Peenemünde,,,
PEG,LIRZ,Perugia San Francesco d'Assisi - Umbria International Airport,Italy,Perugia (PG),,,
PEH,SAZP,Comodoro Pedro Zanni Airport,Argentina,Pehuajó,,,
PEI,SKPE,Matecaña International Airport,Colombia,Pereira,,,
PEK,ZBAA,Beijing Capital International Airport,China,Beijing,,,
PEL,FXPG,Pelaneng Airport,Lesotho,Pelaneng,,,
PEM,SPTU,Padre Aldamiz International Airport,Peru,Puerto Maldonado,,,
PEN,WMKP,Penang International Airport,Malaysia,Penang,,,
PEP,,Peppimenarti Airport,Australia,Peppimenarti,,,
PEQ,KPEQ,Pecos Municipal Airport,United States of America,Pecos,,,
PER,YPPH,Perth International Airport,Australia,Perth,,,
PES,ULPB,Petrozavodsk Airport,Russia,Petrozavodsk,,,
PET,SBPK,João Simões Lopes Neto International Airport,Brazil,Pelotas,,,
PEU,MHPL,Puerto Lempira Airport,Honduras,Puerto Lempira,,,
PEV,LHPP,Pécs-Pogány International Airport,Hungary,Pécs,,,
PEW,OPPS,Bacha Khan International Airport,Pakistan,Peshawar,,,
PEX,UUYP,Pechora Airport,Russia,Pechora,,,
PEY,YPNG,Penong Airport,Australia,Penong,,,
PEZ,UWPP,Penza Airport,Russia,Penza,,,
PFB,SBPF,Lauro Kurtz Airport,Brazil,Passo Fundo,,,
PFC,,Pacific City State Airport,United States of America,Pacific City,,,
PFO,LCPH,Paphos International Airport,Cyprus,Paphos,,,
PFQ,OITP,Parsabad-Moghan Airport,Iran,Parsabad,,,
PFR,FZVS,Ilebo Airport,Democratic Republic of the Congo,Ilebo,,,
PGA,KPGA,Page Municipal Airport,United States of America,Page,,,
PGB,AYPC,Pangoa Airport,Papua New Guinea,Pangoa,,,
PGC,,Grant County Airport,United States of America,Petersburg,,,
PGD,KPGD,Punta Gorda Airport,United States of America,Punta Gorda,,,
PGE,,Yegepa Airport,Papua New Guinea,,,,
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,France,Perpignan/Rivesaltes,,,
PGH,VIPT,Pantnagar Airport,India,Pantnagar,,,
PGI,FNCH,Chitato Airport,Angola,Chitato,,,
PGK,WIPK,Depati Amir Airport,Indonesia,Pangkal Pinang,,,
PGL,KPQL,Trent Lott International Airport,United States of America,Pascagoula,,,
PGM,,Port Graham Airport,United States of America,Port Graham,,,
PGN,AYPG,Pangia Airport,Papua New Guinea,Pangia,,,
PGO,KPSO,Stevens Field,United States of America,Pagosa Springs,,,
PGQ,WAME,Buli Airport,Indonesia,Pekaulang,,,
PGR,KPGR,Kirk Field,United States of America,Paragould,,,
PGU,OIBP,Persian Gulf International Airport,Iran,Khiyaroo,,,
PGV,KPGV,Pitt-Greenville Airport,United States of America,Greenville,,,
PGX,LFBX,Périgueux-Bassillac Airport,France,Périgueux/Bassillac,,,
PGZ,SBPG,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Brazil,Ponta Grossa,,,
PHA,VVPR,Phan Rang Airport,Vietnam,Phan Rang,,,
PHB,SBPB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,Brazil,Parnaíba,,,
PHC,DNPO,Port Harcourt International Airport,Nigeria,Port Harcourt,,,
PHD,KPHD,Harry Clever Field,United States of America,New Philadelphia,,,
PHE,YPPD,Port Hedland International Airport,Australia,Port Hedland,,,
PHF,KPHF,Newport News Williamsburg International Airport,United States of America,Newport News,,,
PHG,,Port Harcourt City Airport / Port Harcourt Air Force Base,Nigeria,Port Harcourt,,,
PHH,,Pokhara International Airport,Nepal,Pokhara,,,
PHI,SNYE,Pinheiro Airport,Brazil,Pinheiro,,,
PHK,KPHK,Palm Beach County Glades Airport,United States of America,Pahokee,,,
PHL,KPHL,Philadelphia International Airport,United States of America,Philadelphia,,,
PHN,KPHN,St Clair County International Airport,United States of America,Port Huron,,,
PHO,PAPO,Point Hope Airport,United States of America,Point Hope,,,
PHP,KPHP,Philip Airport,United States of America,Philip,,,
PHQ,YTMO,The Monument Airport,Australia,Phosphate Hill,,,
PHS,VTPP,Phitsanulok Airport,Thailand,Phitsanulok,,,
PHT,KPHT,Henry County Airport,United States of America,Paris,,,
PHW,FAPH,Hendrik Van Eck Airport,South Africa,Phalaborwa,,,
PHX,KPHX,Phoenix Sky Harbor International Airport,United States of America,Phoenix,,,
PHY,VTPB,Phetchabun Airport,Thailand,,,,
PIA,KPIA,General Wayne A. Downing Peoria International Airport,United States of America,Peoria,,,
PIB,KPIB,Hattiesburg Laurel Regional Airport,United States of America,Moselle,,,
PIC,MBPI,Pine Cay Airport,Turks and Caicos Islands,Pine Cay,,,
PIE,KPIE,St. Petersburg Clearwater International Airport,United States of America,Pinellas Park,,,
PIF,RCSQ,Pingtung Air Force Base North,Taiwan,Pingtung,,,
PIH,KPIH,Pocatello Regional Airport,United States of America,Pocatello,,,
PIK,EGPK,Glasgow Prestwick Airport,United Kingdom,"Prestwick, South Ayrshire",,,
PIL,SGPI,Aeródromo Don Carlos Miguel Gimenez,Paraguay,Pilar,,,
PIM,KPIM,Harris County Airport,United States of America,Pine Mountain,,,
PIN,SWPI,Parintins Airport,Brazil,Parintins,,,
PIO,SPSO,Captain Renán Elías Olivera International Airport,Peru,Pisco,,,
PIP,PAPN,Pilot Point Airport,United States of America,Pilot Point,,,
PIR,KPIR,Pierre Regional Airport,United States of America,Pierre,,,
PIS,LFBI,Poitiers-Biard Airport,France,Poitiers/Biard,,,
PIT,KPIT,Pittsburgh International Airport,United States of America,Pittsburgh,,,
PIU,SPUR,PAF Captain Guillermo Concha Iberico International Airport,Peru,Piura,,,
PIV,SNPX,Pirapora Airport,Brazil,Pirapora,,,
PIW,CZMN,Pikwitonei Airport,Canada,Pikwitonei,,,
PIX,LPPI,Pico Airport,Portugal,Pico Island,,,
PIZ,PPIZ,Point Lay LRRS Airport,United States of America,Point Lay,,,
PJA,ESUP,Pajala Airport,Sweden,Pajala,,,
PJB,KPAN,Payson Airport,United States of America,Payson,,,
PJC,SGPJ,Aeropuerto Nacional Dr. Augusto Roberto Fuster,Paraguay,Pedro Juan Caballero,,,
PJG,OPPG,Panjgur Airport,Pakistan,Panjgur,,,
PJM,MRPJ,Puerto Jimenez Airport,Costa Rica,Puerto Jimenez,,,
PKA,PAPK,Napaskiak Airport,United States of America,Napaskiak,,,
PKB,KPKB,Mid Ohio Valley Regional Airport,United States of America,Parkersburg (Williamstown),,,
PKC,UHPP,Yelizovo Airport,Russia,Petropavlovsk-Kamchatsky,,,
PKD,KPKD,Park Rapids Municipal Airport Konshok Field,United States of America,Park Rapids,,,
PKE,YPKS,Parkes Airport,Australia,Parkes,,,
PKF,KPKF,Park Falls Municipal Airport,United States of America,Park Falls,,,
PKG,WMPA,Pulau Pangkor Airport,Malaysia,Pangkor Island,,,
PKJ,,Playa Grande Airport,Guatemala,Playa Grande,,,
PKK,VYPU,Pakhokku Airport,Myanmar,Pakhokku,,,
PKN,WAOI,Iskandar Airport,Indonesia,Pangkalanbun,,,
PKO,DBBP,Parakou Airport,Benin,Parakou,,,
PKP,NTGP,Puka Puka Airport,French Polynesia,,,,
PKR,VNPK,Pokhara Domestic Airport,Nepal,Pokhara,,,
PKT,YPKT,Port Keats Airport,Australia,Wadeye,,,
PKU,WIBB,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,Indonesia,Pekanbaru,,,
PKV,ULOO,Princess Olga Pskov International Airport,Russia,Pskov,,,
PKW,FBSP,Selebi Phikwe Airport,Botswana,Selebi Phikwe,,,
PKX,ZBAD,Beijing Daxing International Airport,China,Beijing,,,
PKY,WAGG,Tjilik Riwut Airport,Indonesia,Palangkaraya,,,
PKZ,VLPS,Pakse International Airport,Laos,Pakse,,,
PLD,MRCR,Playa Samara/Carrillo Airport,Costa Rica,Carrillo,,,
PLE,,Paiela Airport,Papua New Guinea,Paiela,,,
PLF,FTTP,Pala Airport,Chad,Pala,,,
PLJ,MZPL,Placencia Airport,Belize,Placencia,,,
PLK,KPLK,M. Graham Clark Downtown Airport,United States of America,Branson / Hollister,,,
PLL,SBMN,Ponta Pelada Airport / Manaus Air Base,Brazil,Manaus,,,
PLM,WIPP,Sultan Mahmud Badaruddin II Airport,Indonesia,Palembang,,,
PLN,KPLN,Pellston Regional Airport of Emmet County Airport,United States of America,Pellston,,,
PLO,YPLC,Port Lincoln Airport,Australia,Port Lincoln,,,
PLQ,EYPA,Palanga International Airport,Lithuania,Palanga,,,
PLR,KPLR,St Clair County Airport,United States of America,Pell City,,,
PLS,MBPV,Providenciales International Airport,Turks and Caicos Islands,Providenciales,,,
PLT,SKPL,Plato Airport,Colombia,Plato,,,
PLU,SBBH,Pampulha - Carlos Drummond de Andrade Airport,Brazil,Belo Horizonte,,,
PLV,UKHP,Suprunovka Airport,Ukraine,Poltava,,,
PLW,WAFF,Mutiara - SIS Al-Jufrie Airport,Indonesia,Palu,,,
PLX,UASS,Semei International Airport,Kazakhstan,Semey,,,
PLY,,Plymouth Municipal Airport,United States of America,Plymouth,,,
PLZ,FAPE,Chief Dawid Stuurman International Airport,South Africa,Gqeberha (Port Elizabeth),,,
PMA,HTPE,Pemba Airport,Tanzania,Chake Chake,,,
PMB,KPMB,Pembina Municipal Airport,United States of America,Pembina,,,
PMC,SCTE,El Tepual International Airport,Chile,Puerto Montt,,,
PMD,KPMD,Palmdale Regional Airport / USAF Plant 42 Airport,United States of America,Palmdale,,,
PMF,LIMP,Parma Airport,Italy,Parma (PR),,,
PMG,SBPP,Ponta Porã Airport,Brazil,Ponta Porã,,,
PMH,KPMH,Greater Portsmouth Regional Airport,United States of America,Portsmouth,,,
PMI,LEPA,Palma de Mallorca Airport,Spain,Palma de Mallorca,,,
PMK,YPAM,Palm Island Airport,Australia,,,,
PML,PAAL,Port Moller Airport,United States of America,Cold Bay,,,
PMN,AYPQ,Pumani Airport,Papua New Guinea,Pumani,,,
PMO,LICJ,Falcone-Borsellino Airport,Italy,Palermo,,,
PMP,,Pimaga Airport,Papua New Guinea,Pimaga,,,
PMQ,SAWP,Perito Moreno Jalil Hamer Airport,Argentina,Perito Moreno,,,
PMR,NZPM,Palmerston North Airport,New Zealand,Palmerston North,,,
PMS,OSPR,Palmyra Airport,Syria,Tadmur,,,
PMT,SYPM,Paramakatoi Airport,Guyana,Paramakatoi,,,
PMV,SVMG,Del Caribe Santiago Mariño International Airport,Venezuela,Isla Margarita,,,
PMW,SBPJ,Brigadeiro Lysias Rodrigues Airport,Brazil,Palmas,,,
PMY,SAVY,El Tehuelche Airport,Argentina,Puerto Madryn,,,
PMZ,MRPM,Palmar Sur Airport,Costa Rica,Palmar Sur,,,
PNA,LEPP,Pamplona Airport,Spain,Pamplona,,,
PNB,SBPN,Porto Nacional Airport,Brazil,Porto Nacional,,,
PNC,KPNC,Ponca City Regional Airport,United States of America,Ponca City,,,
PND,,Punta Gorda Airport,Belize,Punta Gorda,,,
PNE,KPNE,Northeast Philadelphia Airport,United States of America,Philadelphia,,,
PNG,SSPG,Paranaguá Airport,Brazil,Paranaguá,,,
PNH,VDPP,Phnom Penh International Airport,Cambodia,Phnom Penh (Pou Senchey),,,
PNI,PTPN,Pohnpei International Airport,Federated States of Micronesia,Pohnpei Island,,,
PNK,WIOO,Supadio International Airport,Indonesia,Pontianak,,,
PNL,LICG,Pantelleria Airport,Italy,Pantelleria (TP),,,
